20	-0.854736	-0.166992	0.480225
30	-0.852783	-0.14624	0.482422
40	-0.848877	-0.150635	0.495361
50	-0.855224	-0.144043	0.48291
60	-0.851318	-0.154297	0.493652
70	-0.859375	-0.14917	0.490234
80	-0.850097	-0.14917	0.483642
90	-0.848877	-0.145508	0.48706
100	-0.848144	-0.149414	0.483887
110	-0.847412	-0.1521	0.47998
120	-0.854248	-0.151123	0.489258
130	-0.854736	-0.153809	0.482422
140	-0.845703	-0.150635	0.483398
150	-0.852783	-0.151856	0.489746
160	-0.850097	-0.154297	0.468994
170	-0.851074	-0.152344	0.498291
180	-0.855469	-0.150147	0.485596
190	-0.849853	-0.151611	0.485595
200	-0.850342	-0.155762	0.484619
210	-0.850586	-0.153809	0.47876
220	-0.854248	-0.147217	0.490478
230	-0.851562	-0.150635	0.484863
240	-0.846924	-0.150391	0.49414
250	-0.854492	-0.152832	0.486572
260	-0.852295	-0.144531	0.485351
270	-0.857178	-0.155518	0.488525
280	-0.852539	-0.152588	0.484863
290	-0.850097	-0.146729	0.485596
300	-0.851318	-0.14502	0.48706
310	-0.852783	-0.151123	0.482178
320	-0.844971	-0.146973	0.490967
330	-0.84497	-0.151611	0.491699
340	-0.860107	-0.154541	0.493164
350	-0.853759	-0.148194	0.495117
360	-0.846435	-0.146973	0.487305
370	-0.854004	-0.149658	0.48999
380	-0.854736	-0.151123	0.488525
390	-0.856445	-0.142334	0.468994
400	-0.850342	-0.155518	0.487305
410	-0.849609	-0.153321	0.499023
420	-0.852295	-0.154297	0.484619
430	-0.853271	-0.151123	0.48999
440	-0.854492	-0.152588	0.495117
450	-0.851806	-0.148194	0.494385
460	-0.854492	-0.151367	0.481933
470	-0.850342	-0.153076	0.490723
480	-0.856933	-0.152588	0.490722
490	-0.856201	-0.149658	0.482422
500	-0.854492	-0.152832	0.484131
510	-0.856689	-0.145996	0.490478
520	-0.849609	-0.150147	0.491943
530	-0.855468	-0.151856	0.48584
540	-0.85498	-0.151611	0.486816
550	-0.853027	-0.154541	0.484863
560	-0.854004	-0.149658	0.481445
570	-0.850342	-0.150147	0.493164
580	-0.852051	-0.151612	0.491455
590	-0.857666	-0.14624	0.474609
600	-0.858887	-0.154785	0.486572
610	-0.85083	-0.153565	0.495117
620	-0.85498	-0.148682	0.488037
630	-0.851318	-0.147461	0.48584
640	-0.846924	-0.150879	0.496094
650	-0.854492	-0.145508	0.493896
660	-0.850586	-0.152588	0.487793
670	-0.854004	-0.154053	0.488037
680	-0.850586	-0.152832	0.486084
690	-0.852539	-0.145996	0.491455
700	-0.854004	-0.150391	0.490234
710	-0.854248	-0.147949	0.489746
720	-0.850342	-0.154541	0.495849
730	-0.85205	-0.149414	0.488281
740	-0.846435	-0.154297	0.47998
750	-0.854492	-0.146973	0.488037
760	-0.852539	-0.157471	0.477783
770	-0.848633	-0.149903	0.492432
780	-0.848633	-0.150391	0.491943
790	-0.855713	-0.153809	0.495117
800	-0.851562	-0.148682	0.479248
810	-0.852783	-0.149903	0.481201
820	-0.849853	-0.141358	0.490234
830	-0.848388	-0.14917	0.491211
840	-0.853271	-0.14917	0.490478
850	-0.854248	-0.155274	0.492431
860	-0.849121	-0.154297	0.482422
870	-0.850097	-0.14502	0.485351
880	-0.852783	-0.1521	0.486328
890	-0.855713	-0.149902	0.485595
900	-0.855468	-0.151123	0.484131
910	-0.854248	-0.151856	0.487305
920	-0.855957	-0.156983	0.497803
930	-0.855225	-0.148682	0.496338
940	-0.85083	-0.143311	0.490234
950	-0.851807	-0.146729	0.47876
960	-0.849365	-0.1521	0.484619
970	-0.849121	-0.150879	0.471191
980	-0.848144	-0.148438	0.49292
990	-0.853515	-0.150635	0.478027
1000	-0.856445	-0.154053	0.486328
1010	-0.845459	-0.151367	0.488281
1020	-0.856201	-0.142334	0.482422
1030	-0.85791	-0.145508	0.481933
1040	-0.855713	-0.147217	0.484375
1050	-0.85498	-0.147949	0.491455
1060	-0.857666	-0.15332	0.498535
1070	-0.853515	-0.152832	0.472168
1080	-0.84668	-0.14624	0.478271
1090	-0.857666	-0.152832	0.497803
1100	-0.854492	-0.155274	0.493652
1110	-0.856201	-0.14917	0.485107
1120	-0.853516	-0.146973	0.485352
1130	-0.855713	-0.147705	0.489014
1140	-0.852295	-0.147705	0.496338
1150	-0.85791	-0.146729	0.481201
1160	-0.851074	-0.151367	0.486328
1170	-0.85376	-0.151856	0.485596
1180	-0.853759	-0.147461	0.495361
1190	-0.854492	-0.146485	0.479004
1200	-0.848633	-0.153565	0.489502
1210	-0.851562	-0.154297	0.471191
1220	-0.850341	-0.167236	0.490234
1230	-0.852051	-0.151856	0.499756
1240	-0.85791	-0.143311	0.491699
1250	-0.851562	-0.156983	0.48706
1260	-0.852783	-0.143799	0.484863
1270	-0.850586	-0.149658	0.490234
1280	-0.85498	-0.153565	0.489258
1290	-0.857178	-0.151367	0.494385
1300	-0.856689	-0.148438	0.481934
1310	-0.85083	-0.148926	0.49585
1320	-0.849365	-0.1521	0.492676
1330	-0.850586	-0.154785	0.485596
1340	-0.856445	-0.145996	0.489746
1350	-0.853271	-0.14917	0.487549
1360	-0.850097	-0.15332	0.485596
1370	-0.846435	-0.152832	0.485107
1380	-0.856445	-0.155029	0.488037
1390	-0.8479	-0.153565	0.497803
1400	-0.846679	-0.141358	0.495605
1410	-0.855957	-0.150879	0.488769
1420	-0.849121	-0.152344	0.484375
1430	-0.85376	-0.151123	0.487793
1440	-0.854004	-0.154541	0.482422
1450	-0.852539	-0.143311	0.486572
1460	-0.848144	-0.154297	0.492432
1470	-0.849121	-0.152344	0.484375
1480	-0.851318	-0.147949	0.486084
1490	-0.851562	-0.148926	0.488281
1500	-0.85498	-0.153809	0.483887
1510	-0.854736	-0.151123	0.482666
1520	-0.856445	-0.151123	0.478271
1530	-0.852295	-0.15332	0.507568
1540	-0.851074	-0.150635	0.492187
1550	-0.834961	-0.151611	0.495117
1560	-0.850098	-0.155762	0.487549
1570	-0.851318	-0.142822	0.484375
1580	-0.850342	-0.145752	0.494629
1590	-0.85083	-0.149903	0.479736
1600	-0.85791	-0.150391	0.490478
1610	-0.847168	-0.141113	0.486572
1620	-0.856689	-0.1521	0.489258
1630	-0.85498	-0.15332	0.492432
1640	-0.848144	-0.150391	0.487305
1650	-0.852539	-0.15332	0.496094
1660	-0.855224	-0.156006	0.485351
1670	-0.854004	-0.150391	0.48584
1680	-0.852051	-0.140869	0.488037
1690	-0.854248	-0.171875	0.497558
1700	-0.85498	-0.154541	0.487549
1710	-0.853027	-0.153809	0.487793
1720	-0.850586	-0.151611	0.485107
1730	-0.854736	-0.150391	0.484131
1740	-0.85498	-0.152344	0.48291
1750	-0.855225	-0.151856	0.478271
1760	-0.850342	-0.149903	0.486572
1770	-0.851807	-0.148682	0.486328
1780	-0.851074	-0.150635	0.490234
1790	-0.847168	-0.14624	0.491943
1800	-0.849365	-0.148194	0.473144
1810	-0.85083	-0.152344	0.488769
1820	-0.853515	-0.168945	0.497558
1830	-0.857422	-0.169922	0.479736
1840	-0.851806	-0.147217	0.48584
1850	-0.854248	-0.153076	0.485596
1860	-0.84497	-0.14917	0.492187
1870	-0.851806	-0.152344	0.485596
1880	-0.849853	-0.147461	0.491455
1890	-0.850097	-0.158203	0.482178
1900	-0.851318	-0.153321	0.48291
1910	-0.855469	-0.147705	0.484619
1920	-0.858154	-0.1521	0.485352
1930	-0.85498	-0.147461	0.489502
1940	-0.85498	-0.152832	0.48706
1950	-0.853027	-0.151123	0.495605
1960	-0.849853	-0.15332	0.484375
1970	-0.852539	-0.145996	0.487305
1980	-0.847656	-0.154297	0.496338
1990	-0.846924	-0.14624	0.490967
2000	-0.855957	-0.148194	0.48706
2010	-0.851806	-0.1521	0.483154
2020	-0.852783	-0.155274	0.488769
2030	-0.855713	-0.152832	0.48584
2040	-0.8479	-0.152344	0.495117
2050	-0.856445	-0.1521	0.468994
2060	-0.857666	-0.151123	0.483398
2070	-0.852539	-0.144287	0.487793
2080	-0.852539	-0.14624	0.499512
2090	-0.85083	-0.1521	0.485596
2100	-0.853516	-0.152832	0.491699
2110	-0.848633	-0.150391	0.485596
2120	-0.857422	-0.161133	0.48999
2130	-0.850097	-0.142822	0.488037
2140	-0.854492	-0.153565	0.46875
2150	-0.847168	-0.147461	0.491455
2160	-0.845459	-0.1521	0.488037
2170	-0.852539	-0.147217	0.48584
2180	-0.846924	-0.147217	0.497558
2190	-0.850586	-0.147461	0.484863
2200	-0.848388	-0.149414	0.473144
2210	-0.858642	-0.143799	0.488037
2220	-0.853027	-0.147949	0.488037
2230	-0.851807	-0.152832	0.487793
2240	-0.853027	-0.148438	0.484375
2250	-0.848144	-0.155274	0.485596
2260	-0.84668	-0.146973	0.484375
2270	-0.854248	-0.147217	0.489258
2280	-0.856201	-0.146973	0.490723
2290	-0.85498	-0.141358	0.490234
2300	-0.85083	-0.150391	0.483642
2310	-0.84668	-0.149414	0.475098
2320	-0.854492	-0.151367	0.482666
2330	-0.860351	-0.152832	0.48706
2340	-0.854004	-0.148682	0.485596
2350	-0.855957	-0.150147	0.488525
2360	-0.849121	-0.148926	0.486816
2370	-0.853759	-0.143555	0.476562
2380	-0.849365	-0.152832	0.487549
2390	-0.853027	-0.149903	0.492432
2400	-0.853516	-0.147949	0.496094
2410	-0.851318	-0.147461	0.49707
2420	-0.852295	-0.148194	0.487793
2430	-0.845459	-0.151367	0.485596
2440	-0.851318	-0.151123	0.489746
2450	-0.85376	-0.155762	0.46875
2460	-0.8479	-0.151367	0.488525
2470	-0.849853	-0.150391	0.486572
2480	-0.851318	-0.154541	0.485596
2490	-0.85083	-0.151856	0.488525
2500	-0.849121	-0.145996	0.481689
2510	-0.855224	-0.150635	0.484131
2520	-0.856201	-0.157715	0.496338
2530	-0.854004	-0.155518	0.494141
2540	-0.855469	-0.151367	0.481201
2550	-0.851562	-0.154541	0.493652
2560	-0.848144	-0.1521	0.48584
2570	-0.851318	-0.1521	0.484375
2580	-0.852051	-0.151856	0.485107
2590	-0.853027	-0.155762	0.468994
2600	-0.851806	-0.147461	0.487305
2610	-0.850097	-0.150391	0.498779
2620	-0.849853	-0.154541	0.487549
2630	-0.851074	-0.1521	0.48584
2640	-0.848877	-0.147461	0.489258
2650	-0.852051	-0.142822	0.481689
2660	-0.854248	-0.153076	0.484619
2670	-0.850342	-0.149414	0.493896
2680	-0.849853	-0.149658	0.489746
2690	-0.849609	-0.150635	0.491211
2700	-0.852295	-0.153809	0.49585
2710	-0.853027	-0.150147	0.481445
2720	-0.857178	-0.150879	0.493652
2730	-0.855225	-0.149414	0.496338
2740	-0.853271	-0.149414	0.479004
2750	-0.855713	-0.152344	0.492432
2760	-0.85498	-0.152344	0.496338
2770	-0.856689	-0.158447	0.493408
2780	-0.857178	-0.150391	0.483398
2790	-0.848877	-0.145996	0.483154
2800	-0.852783	-0.14624	0.488769
2810	-0.849121	-0.15332	0.492676
2820	-0.854004	-0.152588	0.473389
2830	-0.849365	-0.148926	0.484619
2840	-0.863037	-0.153565	0.474121
2850	-0.856201	-0.148438	0.487305
2860	-0.8479	-0.151367	0.48291
2870	-0.849121	-0.14917	0.491699
2880	-0.854248	-0.152344	0.487549
2890	-0.850098	-0.156494	0.488037
2900	-0.853027	-0.142578	0.498535
